,Working_Year,Designation,Experience,Experience Level ,Employment_Status,Employment Type ,Salary_In_IDR,Employee_Location,Employee Location,Employee Long,Employee Lat,Company_Location,Company Location ,Company Long ,Company Lat,Company_Size,Company Size ,Remote_Working_Ratio,Remote_Work_Category
510,2022,Applied Data Scientist,MI,Mid ,FT,Full-time,"2,311,845,764.72",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
511,2022,Computer Vision Software Engineer,EN,Entry ,FT,Full-time,"2,208,769,750.50",AU,Australia,45,40,AU,Australia,45,40,S,Small,100,Remote 
512,2022,Business Data Analyst,MI,Mid ,FT,Full-time,"1,044,188,465.92",CA,Canada,-55,-10,CA,Canada,-55,-10,L,Large ,50,Hybrid
513,2022,Data Engineer,EN,Entry ,FT,Full-time,"957,133,651.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,S,Small,100,Remote 
514,2022,Machine Learning Engineer,SE,Senior ,FT,Full-time,"1,052,022,240.78",IE,Ireland,120,-5,IE,Ireland,120,-5,S,Small,100,Remote 
515,2022,Data Analytics Engineer,EN,Entry ,FT,Full-time,"294,502,633.40",PK,Pakistan,-61.1333,13.8833,PK,Pakistan,-61.1333,13.8833,M,Medium ,0,On-site
516,2022,Data Scientist,MI,Mid ,FT,Full-time,"706,806,320.16",RU,Russian Federation,-56.3333,46.8333,US,United States,166.6,19.2833,S,Small,100,Remote 
517,2022,Data Science Manager,SE,Senior ,FT,Full-time,"2,245,582,625.94",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
518,2022,Data Engineer,MI,Mid ,FT,Full-time,"1,003,473,600.38",FR,France,2,46,FR,France,2,46,M,Medium ,100,Remote 
519,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,801,560,950.60",CH,Switzerland,-55,-10,CH,Switzerland,-55,-10,L,Large ,0,On-site
520,2022,Applied Data Scientist,SE,Senior ,FT,Full-time,"5,595,550,034.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
521,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,020,981,756.86",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,100,Remote 
522,2022,Computer Vision Engineer,EN,Entry ,FT,Full-time,"147,251,316.70",PT,Portugal,-56.3333,46.8333,LU,Luxembourg,105,18,M,Medium ,100,Remote 
523,2022,Data Analyst,MI,Mid ,FT,Full-time,"294,502,633.40",GR,Greece,-10,11,GR,Greece,-10,11,S,Small,100,Remote 
524,2022,Data Analytics Lead,SE,Senior ,FT,Full-time,"5,963,678,418.88",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
525,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,987,892,867.98",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
526,2022,Applied Data Scientist,SE,Senior ,FT,Full-time,"2,606,348,398.12",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,100,Remote 
527,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,148,560,270.26",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
528,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,987,892,867.98",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
529,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,472,513,167.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
530,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,329,973,848.02",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
531,2022,Data Analyst,MI,Mid ,FT,Full-time,"1,251,636,284.48",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,0,On-site
532,2022,Data Analyst,MI,Mid ,FT,Full-time,"1,104,384,967.78",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,0,On-site
533,2022,Machine Learning Engineer,SE,Senior ,FT,Full-time,"3,151,178,177.38",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
534,2022,Machine Learning Engineer,SE,Senior ,FT,Full-time,"2,836,060,415.16",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
535,2022,Data Architect,SE,Senior ,FT,Full-time,"3,922,775,113.90",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
536,2022,Data Architect,SE,Senior ,FT,Full-time,"3,138,220,091.12",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
537,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,662,467,448.82",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
538,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,282,395,501.38",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
539,2022,Data Scientist,MI,Mid ,FT,Full-time,"2,080,661,040.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
540,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,503,435,952.76",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
541,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,707,143,338.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
542,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,202,542,642.38",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
543,2022,Data Engineer,MI,Mid ,FT,Full-time,"3,043,669,976.16",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
544,2022,Data Engineer,MI,Mid ,FT,Full-time,"1,459,260,465.22",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
545,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,914,267,117.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
546,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,693,390,234.58",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
547,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,627,127,095.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
548,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,914,267,117.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
549,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,458,524,296.54",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
550,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,356,021,067.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
551,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,023,069,467.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,0,On-site
552,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,067,408,523.48",US,United States,166.6,19.2833,US,United States,166.6,19.2833,L,Large ,0,On-site
553,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,591,623,173.92",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
554,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,120,418,960.48",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
555,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,946,498,856.42",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
556,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,356,021,067.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
557,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,135,144,184.68",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
558,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,038,121,829.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
559,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,023,069,467.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
560,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,067,408,523.48",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
561,2022,Analytics Engineer,SE,Senior ,FT,Full-time,"3,023,069,467.08",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
562,2022,Analytics Engineer,SE,Senior ,FT,Full-time,"2,719,731,884.22",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
563,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,578,370,472.14",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
564,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,065,199,647.32",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
565,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,710,323,964.82",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
566,2022,Data Engineer,SE,Senior ,FT,Full-time,"795,157,110.18",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
567,2022,Data Analyst,SE,Senior ,FT,Full-time,"2,503,272,383.90",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
568,2022,Data Analyst,MI,Mid ,FT,Full-time,"963,583,177.14",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,M,Medium ,0,On-site
569,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,178,010,533.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
570,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,061,518,433.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
571,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,092,277,650.70",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
572,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,061,518,433.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
573,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,472,513,167.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
574,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,016,034,177.76",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
575,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,092,277,650.70",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
576,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,061,518,433.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
577,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,092,277,650.70",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
578,2022,Data Analyst,SE,Senior ,FT,Full-time,"2,209,874,188.58",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
579,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,472,513,167.00",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
580,2022,Data Engineer,SE,Senior ,FT,Full-time,"368,128,384.28",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
581,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,862,729,202.52",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
582,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,564,692,478.30",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
583,2022,Data Engineer,SE,Senior ,FT,Full-time,"3,241,148,797.58",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
584,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,357,199,159.16",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
585,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,546,138,917.88",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
586,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,633,385,269.82",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
587,2022,Data Analyst,MI,Mid ,FT,Full-time,"674,514,090.40",GB,United Kingdom,11.75,-1,GB,United Kingdom,11.75,-1,M,Medium ,0,On-site
588,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,061,518,433.80",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
589,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,457,788,127.86",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
590,2022,Data Analyst,SE,Senior ,FT,Full-time,"883,507,900.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
591,2022,Data Architect,SE,Senior ,FT,Full-time,"2,835,530,218.26",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
592,2022,Data Architect,SE,Senior ,FT,Full-time,"2,132,994,157.60",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
593,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,386,780,284.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
594,2022,Data Scientist,SE,Senior ,FT,Full-time,"2,208,769,750.50",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
595,2022,Data Analytics Manager,SE,Senior ,FT,Full-time,"2,212,598,271.78",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
596,2022,Data Analytics Manager,SE,Senior ,FT,Full-time,"1,609,162,396.30",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
597,2022,Data Scientist,SE,Senior ,FT,Full-time,"3,092,277,650.70",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
598,2022,Data Analyst,SE,Senior ,FT,Full-time,"2,503,272,383.90",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
599,2022,Data Scientist,MI,Mid ,FT,Full-time,"2,356,021,067.20",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
600,2022,Data Scientist,MI,Mid ,FT,Full-time,"1,914,267,117.10",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
601,2022,Data Analyst,EN,Entry ,FT,Full-time,"986,583,914.42",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,0,On-site
602,2022,Data Analyst,EN,Entry ,FT,Full-time,"765,706,846.84",CA,Canada,-55,-10,CA,Canada,-55,-10,M,Medium ,0,On-site
603,2022,Data Engineer,SE,Senior ,FT,Full-time,"2,267,670,277.18",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
604,2022,Data Engineer,SE,Senior ,FT,Full-time,"1,855,366,590.42",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
605,2022,Data Analyst,SE,Senior ,FT,Full-time,"1,899,542,077.96",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,0,On-site
606,2022,Data Analyst,SE,Senior ,FT,Full-time,"2,208,769,750.50",US,United States,166.6,19.2833,US,United States,166.6,19.2833,M,Medium ,100,Remote 
607,2022,AI Scientist,MI,Mid ,FT,Full-time,"2,945,026,334.00",IN,India,34.75,31.5,US,United States,166.6,19.2833,L,Large ,100,Remote 
